"Time (EpSec)","Semi-major Axis (km)","Eccentricity","Inclination (deg)","RAAN (deg)","Arg of Perigee (deg)","True Anomaly (deg)","Mean Anomaly (deg)"
196759.589,7381.526357,0.005131,82.928,271.304,297.700,69.815,69.264
196836.796,7381.060393,0.005031,82.928,271.304,297.326,74.606,74.051
196914.065,7380.403243,0.004937,82.928,271.304,296.533,79.817,79.261
196991.406,7379.572346,0.004858,82.927,271.304,295.333,85.435,84.881
197068.827,7378.588024,0.004804,82.927,271.304,293.776,91.412,90.862
197146.316,7377.473376,0.004782,82.926,271.303,291.949,97.660,97.116
197223.871,7376.254567,0.004798,82.925,271.303,289.974,104.054,103.520
197301.536,7374.960955,0.004854,82.925,271.303,287.999,110.452,109.930
197379.355,7373.624558,0.004950,82.924,271.302,286.171,116.708,116.201
197457.303,7372.278445,0.005081,82.923,271.301,284.615,122.696,122.205
197535.345,7370.954237,0.005241,82.923,271.301,283.418,128.327,127.855
197613.531,7369.681491,0.005421,82.922,271.300,282.627,133.558,133.106
197691.944,7368.489507,0.005613,82.922,271.299,282.254,138.378,137.950
197770.476,7367.408983,0.005808,82.921,271.298,282.288,142.798,142.394
197849.007,7366.466540,0.005995,82.921,271.297,282.690,146.845,146.468
197927.510,7365.683326,0.006168,82.920,271.295,283.415,150.566,150.217
198005.986,7365.076737,0.006319,82.920,271.294,284.409,154.014,153.695
198084.460,7364.659941,0.006444,82.920,271.293,285.621,157.241,156.954
198162.933,7364.441320,0.006537,82.920,271.292,286.999,160.301,160.048
198241.392,7364.424593,0.006597,82.920,271.290,288.492,163.244,163.025
198319.578,7364.608510,0.006621,82.920,271.289,290.047,166.107,165.924
198398.027,7364.989909,0.006608,82.920,271.288,291.627,168.959,168.814
198476.463,7365.559499,0.006560,82.920,271.287,293.181,171.836,171.729
198554.881,7366.304534,0.006478,82.920,271.285,294.662,174.785,174.717
198633.300,7367.209680,0.006364,82.921,271.284,296.023,177.854,177.826
198711.730,7368.256201,0.006222,82.921,271.283,297.215,181.093,181.106
198790.156,7369.420404,0.006058,82.922,271.282,298.185,184.552,184.608
198868.563,7370.673928,0.005878,82.923,271.281,298.885,188.283,188.380
198946.956,7371.985790,0.005689,82.923,271.281,299.271,192.327,192.467
199025.349,7373.324288,0.005499,82.924,271.280,299.307,196.722,196.904
199103.756,7374.658119,0.005318,82.925,271.279,298.975,201.488,201.712
199182.193,7375.956807,0.005153,82.925,271.279,298.275,206.625,206.891
199260.680,7377.190670,0.005012,82.926,271.279,297.237,212.105,212.411
199339.245,7378.330835,0.004902,82.926,271.278,295.926,217.865,218.211
199417.667,7379.346332,0.004829,82.927,271.278,294.445,223.789,224.173
199495.940,7380.211846,0.004794,82.927,271.278,292.921,229.749,230.169
199574.074,7380.905364,0.004797,82.927,271.278,291.493,235.610,236.064
199652.080,7381.409324,0.004833,82.928,271.278,290.284,241.246,241.732
199729.978,7381.711801,0.004896,82.928,271.278,289.392,246.562,247.078
199807.791,7381.806505,0.004978,82.928,271.278,288.877,251.500,252.042
199885.533,7381.692040,0.005071,82.928,271.278,288.762,256.037,256.601
199963.208,7381.371416,0.005167,82.928,271.278,289.043,260.177,260.761
200040.823,7380.851906,0.005258,82.927,271.278,289.694,263.948,264.547
200118.386,7380.144896,0.005338,82.927,271.278,290.675,267.388,267.999
200195.898,7379.265898,0.005400,82.927,271.277,291.940,270.545,271.164
200273.366,7378.234777,0.005440,82.926,271.277,293.437,273.472,274.094
200350.817,7377.075654,0.005454,82.925,271.277,295.109,276.225,276.846
200428.273,7375.816321,0.005440,82.925,271.276,296.899,278.864,279.480
200505.706,7374.487522,0.005396,82.924,271.276,298.747,281.447,282.053
200583.175,7373.119629,0.005323,82.924,271.275,300.596,284.035,284.626
200660.674,7371.745047,0.005221,82.923,271.275,302.381,286.691,287.263
200738.225,7370.396455,0.005092,82.922,271.274,304.038,289.482,290.031
200815.843,7369.106756,0.004939,82.922,271.273,305.492,292.481,293.004
200893.571,7367.907482,0.004766,82.921,271.272,306.665,295.772,296.263
200971.247,7366.830703,0.004580,82.920,271.271,307.470,299.429,299.886
201048.818,7365.902589,0.004387,82.920,271.269,307.823,303.536,303.955
201126.288,7365.144919,0.004195,82.920,271.268,307.641,308.174,308.551
201203.672,7364.576779,0.004014,82.919,271.267,306.856,313.412,313.745
201281.001,7364.213934,0.003854,82.919,271.266,305.430,319.289,319.577
201358.294,7364.066632,0.003726,82.919,271.264,303.384,325.786,326.026
201435.537,7364.137908,0.003640,82.919,271.263,300.822,332.799,332.989
201508.574,7364.403422,0.003604,82.919,271.262,298.089,339.739,339.882
201585.708,7364.885220,0.003617,82.920,271.260,295.110,347.164,347.256
201662.805,7365.561333,0.003680,82.920,271.259,292.290,354.429,354.469
201739.871,7366.415095,0.003790,82.920,271.258,289.848,1.313,1.304
201816.929,7367.426542,0.003937,82.921,271.257,287.931,7.673,7.613
201894.000,7368.572097,0.004112,82.921,271.256,286.606,13.442,13.333
201971.071,7369.823440,0.004303,82.922,271.255,285.870,18.620,18.463
202048.130,7371.148743,0.004500,82.923,271.254,285.676,23.257,23.054
202125.214,7372.515755,0.004693,82.923,271.253,285.946,27.429,27.182
202202.365,7373.892422,0.004875,82.924,271.252,286.598,31.222,30.933
202279.579,7375.245740,0.005040,82.925,271.252,287.547,34.720,34.392
202356.862,7376.542820,0.005180,82.925,271.251,288.714,38.003,37.639
202434.274,7377.752560,0.005293,82.926,271.251,290.021,41.151,40.753
202511.599,7378.841894,0.005376,82.926,271.251,291.394,44.227,43.798
202588.849,7379.784873,0.005426,82.927,271.250,292.763,47.299,46.844
202666.042,7380.559916,0.005445,82.927,271.250,294.064,50.435,49.955
202743.196,7381.150614,0.005433,82.928,271.250,295.234,53.695,53.195
202820.340,7381.545500,0.005393,82.928,271.250,296.217,57.140,56.622
202894.477,7381.733605,0.005333,82.928,271.250,296.931,60.678,60.147
202971.633,7381.727339,0.005252,82.928,271.250,297.383,64.649,64.106
203047.924,7381.520290,0.005161,82.928,271.250,297.491,68.910,68.359
203125.152,7381.113072,0.005063,82.928,271.250,297.220,73.601,73.045
203202.417,7380.516019,0.004969,82.927,271.250,296.544,78.696,78.138
203279.729,7379.742295,0.004888,82.927,271.250,295.463,84.194,83.637
203357.122,7378.809202,0.004828,82.927,271.250,294.013,90.063,89.510
203434.604,7377.737559,0.004799,82.926,271.250,292.268,96.229,95.682
203512.144,7376.551489,0.004805,82.926,271.249,290.338,102.579,102.041
203589.752,7375.278758,0.004850,82.925,271.249,288.363,108.974,108.448
203667.501,7373.951110,0.004937,82.924,271.248,286.493,115.269,114.757
203745.422,7372.603435,0.005059,82.924,271.248,284.864,121.329,120.832
203823.464,7371.270438,0.005213,82.923,271.247,283.578,127.050,126.572
203901.612,7369.983218,0.005389,82.922,271.246,282.690,132.375,131.918
203979.948,7368.769968,0.005579,82.922,271.245,282.219,137.291,136.856
204058.473,7367.659668,0.005774,82.921,271.244,282.158,141.805,141.395
204136.993,7366.681372,0.005964,82.921,271.243,282.474,145.938,145.554
204215.506,7365.857186,0.006141,82.921,271.242,283.124,149.735,149.379
204293.994,7365.205567,0.006298,82.920,271.241,284.056,153.246,152.919
204372.470,7364.740759,0.006430,82.920,271.240,285.219,156.524,156.229
204450.948,7364.472338,0.006531,82.920,271.239,286.558,159.622,159.360
204529.414,7364.405074,0.006599,82.920,271.237,288.025,162.592,162.364
204607.860,7364.539735,0.006632,82.920,271.236,289.570,165.481,165.289
204686.302,7364.873927,0.006628,82.920,271.235,291.146,168.336,168.182
204764.784,7365.401643,0.006587,82.920,271.233,292.708,171.208,171.092
204843.237,7366.110928,0.006512,82.921,271.232,294.205,174.142,174.066
204921.674,7366.984848,0.006404,82.921,271.231,295.591,177.187,177.151
205000.086,7368.001983,0.006268,82.922,271.230,296.814,180.393,180.398
205078.481,7369.138264,0.006109,82.922,271.229,297.829,183.807,183.853
205156.877,7370.367800,0.005933,82.923,271.228,298.587,187.478,187.567
205235.282,7371.662533,0.005746,82.923,271.227,299.044,191.451,191.582
205313.685,7372.991948,0.005557,82.924,271.227,299.163,195.763,195.937
205392.083,7374.324359,0.005373,82.925,271.226,298.920,200.440,200.655
205470.506,7375.628788,0.005204,82.925,271.226,298.310,205.485,205.743
205548.988,7376.875289,0.005057,82.926,271.225,297.357,210.879,211.178
205627.539,7378.034554,0.004940,82.926,271.225,296.117,216.566,216.905
205705.998,7379.076463,0.004858,82.927,271.225,294.684,222.444,222.821
205784.306,7379.975461,0.004814,82.927,271.224,293.178,228.388,228.802
205862.477,7380.710394,0.004807,82.928,271.224,291.731,234.269,234.717
205940.531,7381.263603,0.004834,82.928,271.224,290.469,239.961,240.441
206018.476,7381.621073,0.004890,82.928,271.224,289.494,245.361,245.871
206096.319,7381.773317,0.004967,82.928,271.224,288.880,250.399,250.936
206174.073,7381.715989,0.005058,82.928,271.224,288.661,255.040,255.601
206247.668,7381.468989,0.005149,82.928,271.224,288.822,259.068,259.647
206325.290,7381.010109,0.005242,82.928,271.224,289.363,262.947,263.544
206402.855,7380.357702,0.005325,82.927,271.224,290.250,266.481,267.090
206480.369,7379.526686,0.005393,82.927,271.224,291.437,269.715,270.333
206557.847,7378.536640,0.005440,82.927,271.224,292.871,272.704,273.327
206635.309,7377.411294,0.005461,82.926,271.223,294.497,275.504,276.127
206712.765,7376.177732,0.005455,82.925,271.223,296.256,278.173,278.791
206790.237,7374.865008,0.005420,82.925,271.223,298.091,280.770,281.380
206867.699,7373.504531,0.005355,82.924,271.222,299.943,283.354,283.950
206945.194,7372.127636,0.005261,82.924,271.221,301.751,285.986,286.565
207022.737,7370.766644,0.005139,82.923,271.221,303.449,288.733,289.290
207100.324,7369.454210,0.004993,82.922,271.220,304.969,291.666,292.197
207177.984,7368.222355,0.004825,82.922,271.219,306.231,294.862,295.362
207255.679,7367.103563,0.004641,82.921,271.218,307.151,298.405,298.872
207333.279,7366.128603,0.004448,82.921,271.216,307.638,302.379,302.809
207410.800,7365.320946,0.004255,82.920,271.215,307.608,306.867,307.256
207488.228,7364.699206,0.004070,82.920,271.214,306.992,311.937,312.284
207565.564,7364.278025,0.003903,82.920,271.213,305.745,317.636,317.937
207642.843,7364.068536,0.003765,82.920,271.211,303.868,323.963,324.217
207720.093,7364.076881,0.003666,82.920,271.210,301.437,330.844,331.048
207796.994,7364.300851,0.003615,82.920,271.209,298.627,338.085,338.239
207874.141,7364.734595,0.003615,82.920,271.207,295.649,345.509,345.612
207951.237,7365.365586,0.003668,82.920,271.206,292.772,352.830,352.883
208028.310,7366.178843,0.003767,82.921,271.205,290.226,359.820,359.821
208105.377,7367.155888,0.003907,82.921,271.204,288.178,6.311,6.262
208182.439,7368.273769,0.004076,82.922,271.203,286.713,12.219,12.120
208259.501,7369.505276,0.004265,82.922,271.202,285.845,17.530,17.383
208336.573,7370.819885,0.004462,82.923,271.201,285.532,22.285,22.092
208413.665,7372.184927,0.004658,82.923,271.200,285.706,26.555,26.317
208490.790,7373.566806,0.004844,82.924,271.199,286.281,30.424,30.143
208567.966,7374.932062,0.005013,82.925,271.199,287.172,33.978,33.658
208645.225,7376.248400,0.005160,82.925,271.198,288.297,37.302,36.944
208722.607,7377.485111,0.005280,82.926,271.198,289.581,40.472,40.081
208799.966,7378.610561,0.005370,82.927,271.198,290.948,43.556,43.133
208877.248,7379.597506,0.005428,82.927,271.198,292.331,46.618,46.167
208954.465,7380.423098,0.005455,82.927,271.197,293.663,49.723,49.248
209031.632,7381.068786,0.005450,82.928,271.197,294.883,52.936,52.439
209108.774,7381.520945,0.005417,82.928,271.197,295.931,56.316,55.801
209185.914,7381.770827,0.005359,82.928,271.197,296.749,59.923,59.393
209263.072,7381.814264,0.005280,82.928,271.197,297.282,63.813,63.271
209340.261,7381.650971,0.005188,82.928,271.197,297.480,68.036,67.486
209417.479,7381.284092,0.005089,82.928,271.197,297.298,72.638,72.082
209494.716,7380.720990,0.004991,82.928,271.197,296.706,77.648,77.090
209571.989,7379.974685,0.004905,82.928,271.197,295.699,83.072,82.514
209649.348,7379.063966,0.004839,82.927,271.197,294.307,88.881,88.326
209726.824,7378.011608,0.004801,82.927,271.197,292.602,95.007,94.458
209804.385,7376.842491,0.004799,82.926,271.196,290.690,101.340,100.801
209881.997,7375.582998,0.004835,82.926,271.196,288.706,107.746,107.217
209959.698,7374.262035,0.004913,82.925,271.196,286.795,114.079,113.564
210037.562,7372.912066,0.005028,82.925,271.195,285.098,120.205,119.706
210115.598,7371.567918,0.005176,82.924,271.194,283.725,126.013,125.532
210193.758,7370.263005,0.005348,82.923,271.194,282.743,131.434,130.973
210272.037,7369.026910,0.005536,82.923,271.193,282.178,136.441,136.002
210350.514,7367.886682,0.005730,82.922,271.192,282.027,141.043,140.628
210429.010,7366.872255,0.005922,82.922,271.191,282.263,145.255,144.867
210507.509,7366.008222,0.006103,82.921,271.190,282.845,149.119,148.759
210586.014,7365.314546,0.006265,82.921,271.189,283.724,152.685,152.354
210664.507,7364.806540,0.006402,82.921,271.187,284.844,156.007,155.707
210742.985,7364.494748,0.006510,82.921,271.186,286.153,159.136,158.869
210821.452,7364.385184,0.006585,82.921,271.185,287.599,162.126,161.894
210884.093,7364.444174,0.006620,82.921,271.184,288.819,164.446,164.242
210948.304,7364.638730,0.006631,82.921,271.183,290.103,166.791,166.617
211026.750,7365.056818,0.006611,82.921,271.182,291.680,169.647,169.510
211105.201,7365.665184,0.006555,82.921,271.180,293.220,172.538,172.440
211183.653,7366.450047,0.006465,82.922,271.179,294.675,175.514,175.456
211262.089,7367.391788,0.006344,82.922,271.178,295.996,178.624,178.607
211340.499,7368.466244,0.006196,82.923,271.177,297.132,181.917,181.941
211418.888,7369.646843,0.006029,82.923,271.176,298.037,185.441,185.507
211497.268,7370.906125,0.005847,82.924,271.175,298.666,189.241,189.349
211575.649,7372.216207,0.005659,82.925,271.174,298.978,193.358,193.508
211654.043,7373.548680,0.005471,82.925,271.174,298.941,197.826,198.019
211732.463,7374.874198,0.005293,82.926,271.173,298.537,202.666,202.901
211810.922,7376.162260,0.005132,82.926,271.173,297.768,207.874,208.150
211889.430,7377.381584,0.004996,82.927,271.172,296.670,213.415,213.731
211967.975,7378.501114,0.004894,82.928,271.172,295.317,219.216,219.571
212046.351,7379.489945,0.004828,82.928,271.172,293.820,225.154,225.547
212124.582,7380.324787,0.004800,82.929,271.172,292.309,231.100,231.529
212202.695,7380.986305,0.004810,82.929,271.172,290.915,236.925,237.388
212280.702,7381.458404,0.004851,82.929,271.172,289.758,242.511,243.005
212358.602,7381.728505,0.004918,82.929,271.172,288.929,247.765,248.288
212436.398,7381.788838,0.005004,82.929,271.172,288.484,252.632,253.180
212514.108,7381.637469,0.005098,82.929,271.172,288.445,257.092,257.662
212591.753,7381.278232,0.005194,82.929,271.171,288.802,261.156,261.745
212669.344,7380.720051,0.005284,82.929,271.171,289.524,264.855,265.458
212746.887,7379.976339,0.005360,82.929,271.171,290.568,268.232,268.846
212824.392,7379.064574,0.005418,82.928,271.171,291.885,271.338,271.958
212901.870,7378.005881,0.005453,82.928,271.171,293.420,274.227,274.850
212979.328,7376.824597,0.005461,82.927,271.171,295.118,276.956,277.577
213056.772,7375.547939,0.005441,82.927,271.170,296.923,279.580,280.195
213134.230,7374.205404,0.005391,82.926,271.170,298.777,282.159,282.763
213211.701,7372.829066,0.005312,82.925,271.169,300.620,284.754,285.342
213289.214,7371.451488,0.005204,82.925,271.168,302.388,287.429,287.997
213366.778,7370.105526,0.005069,82.924,271.168,304.013,290.253,290.797
213444.401,7368.823513,0.004911,82.923,271.167,305.422,293.299,293.815
213522.114,7367.637011,0.004734,82.923,271.166,306.533,296.651,297.135
213599.753,7366.579466,0.004545,82.922,271.165,307.256,300.389,300.838
213677.308,7365.678804,0.004350,82.922,271.163,307.501,304.603,305.012
213754.793,7364.957442,0.004159,82.922,271.162,307.189,309.373,309.740
213832.196,7364.431812,0.003981,82.921,271.161,306.259,314.757,315.080
213909.510,7364.112995,0.003827,82.921,271.159,304.691,320.776,321.053
213986.757,7364.008004,0.003707,82.921,271.158,302.523,327.393,327.622
214045.102,7364.072356,0.003645,82.921,271.157,300.554,332.724,332.915
214105.724,7364.269290,0.003610,82.921,271.156,298.302,338.469,338.621
214182.876,7364.706030,0.003612,82.921,271.155,295.316,345.902,346.003
214259.978,7365.339614,0.003666,82.922,271.154,292.438,353.224,353.273
214337.045,7366.154500,0.003767,82.922,271.152,289.900,0.205,0.203
214414.104,7367.132338,0.003907,82.923,271.151,287.863,6.684,6.632
214491.169,7368.250913,0.004077,82.923,271.150,286.412,12.579,12.477
214568.238,7369.483362,0.004267,82.924,271.149,285.557,17.877,17.727
214645.305,7370.798978,0.004464,82.924,271.148,285.257,22.619,22.423
214722.379,7372.165457,0.004660,82.925,271.148,285.442,26.876,26.636
214799.500,7373.550963,0.004846,82.926,271.147,286.028,30.734,30.451
214876.711,7374.923782,0.005016,82.926,271.146,286.932,34.277,33.954
214954.005,7376.250485,0.005164,82.927,271.146,288.075,37.585,37.225
215031.368,7377.497201,0.005284,82.927,271.146,289.377,40.736,40.342
215108.721,7378.631263,0.005374,82.928,271.145,290.762,43.802,43.377
215185.975,7379.624474,0.005432,82.928,271.145,292.159,46.847,46.394
215263.181,7380.454823,0.005457,82.929,271.145,293.504,49.940,49.462
215340.355,7381.103520,0.005452,82.929,271.145,294.733,53.142,52.644
215417.496,7381.556683,0.005417,82.929,271.145,295.787,56.516,56.000
215494.617,7381.806498,0.005358,82.930,271.145,296.609,60.119,59.588
215571.783,7381.849611,0.005279,82.930,271.145,297.143,64.008,63.465
215648.978,7381.685226,0.005186,82.930,271.145,297.340,68.233,67.682
215726.186,7381.316369,0.005086,82.929,271.145,297.154,72.838,72.282
215803.428,7380.751290,0.004988,82.929,271.145,296.556,77.853,77.295
215880.732,7380.003427,0.004901,82.929,271.145,295.544,83.284,82.726
215958.096,7379.090809,0.004834,82.929,271.145,294.145,89.100,88.546
216035.526,7378.035710,0.004797,82.928,271.144,292.432,95.231,94.683
216113.065,7376.864036,0.004795,82.928,271.144,290.514,101.570,101.031
216190.736,7375.604162,0.004832,82.927,271.144,288.528,107.980,107.453
216268.500,7374.285558,0.004909,82.926,271.143,286.621,114.313,113.800
216346.337,7372.937825,0.005024,82.926,271.143,284.925,120.435,119.938
